2.090109325945377350e-02,6.138734519481658936e-02,7.849792838096618652e-01,9.162886738777160645e-01,1.068975124508142471e-02,3.920592665672302246e-01,8.118047565221786499e-02,-9.783995151519775391e-01,7.535336166620254517e-02,2.078469842672348022e-01,2.758285701274871826e-01,2.860348820686340332e-01,-9.162482619285583496e-02,-7.728971242904663086e-01,-3.003435730934143066e-01,-3.798025250434875488e-01,7.011555135250091553e-02,1.391646713018417358e-01,2.218430042266845703e-01,7.132098078727722168e-01,3.295087218284606934e-01,5.674862861633300781e-01,5.290213972330093384e-02,4.442160129547119141e-01,-6.832373738288879395e-01,1.019061565399169922e+00,2.070020418614149094e-03,7.677873224020004272e-02,1.899208873510360718e-01,-1.858382940292358398e+00,-7.065178751945495605e-01,1.078000068664550781e+00,1.290158271789550781e+00,5.171825885772705078e-01,-2.691246569156646729e-01,-5.328585505485534668e-01
2.138290554285049438e-02,5.770789459347724915e-02,7.857983112335205078e-01,9.153649806976318359e-01,9.030887857079505920e-03,3.883237838745117188e-01,1.059713661670684814e-01,-9.425533413887023926e-01,4.372218996286392212e-02,1.973216533660888672e-01,1.970183253288269043e-01,3.348439335823059082e-01,-9.773735702037811279e-02,-7.491065859794616699e-01,-3.136951923370361328e-01,-4.051342606544494629e-01,7.174097746610641479e-02,1.227028667926788330e-01,2.079358547925949097e-01,6.999015808105468750e-01,3.479323685169219971e-01,5.653997659683227539e-01,1.664797216653823853e-02,4.510185420513153076e-01,-6.846009492874145508e-01,1.020569205284118652e+00,4.989131819456815720e-03,8.032700419425964355e-02,2.164115905761718750e-01,-1.881700634956359863e+00,-7.205815911293029785e-01,1.206696033477783203e+00,1.308648824691772461e+00,4.484693706035614014e-01,-1.580552756786346436e-01,-2.380618453025817871e-01
2.125803381204605103e-02,5.389193445444107056e-02,7.873159050941467285e-01,9.158381223678588867e-01,5.539845209568738937e-03,3.797442615032196045e-01,1.303998827934265137e-01,-9.212909936904907227e-01,2.413373440504074097e-02,1.685864478349685669e-01,1.600772440433502197e-01,3.696420490741729736e-01,-1.070355549454689026e-01,-7.092080116271972656e-01,-3.234570324420928955e-01,-4.473522305488586426e-01,7.445186376571655273e-02,1.066607013344764709e-01,1.980362087488174438e-01,6.853408813476562500e-01,3.624278604984283447e-01,5.595830082893371582e-01,1.391127891838550568e-02,4.570742547512054443e-01,-6.758781075477600098e-01,1.011472463607788086e+00,-1.556261628866195679e-02,8.884746581315994263e-02,2.187349051237106323e-01,-1.902477025985717773e+00,-7.245439887046813965e-01,1.289724349975585938e+00,1.316563963890075684e+00,4.252657890319824219e-01,-9.932187944650650024e-02,-7.351323217153549194e-02
2.082909084856510162e-02,4.984803497791290283e-02,7.890641689300537109e-01,9.170570969581604004e-01,1.381021691486239433e-03,3.679865896701812744e-01,1.535910964012145996e-01,-9.000464081764221191e-01,8.502839133143424988e-03,1.334516257047653198e-01,1.388900727033615112e-01,3.939553797245025635e-01,-1.140382513403892517e-01,-6.647018790245056152e-01,-3.292928338050842285e-01,-4.951829910278320312e-01,7.715570181608200073e-02,9.060560166835784912e-02,1.905192732810974121e-01,6.664164066314697266e-01,3.683325946331024170e-01,5.539999008178710938e-01,2.619076333940029144e-02,4.642465114593505859e-01,-6.548135280609130859e-01,9.810856580734252930e-01,-4.965807124972343445e-02,1.009709164500236511e-01,2.151710242033004761e-01,-1.920432925224304199e+00,-7.246525287628173828e-01,1.354200720787048340e+00,1.320292949676513672e+00,4.127444922924041748e-01,-5.554214492440223694e-02,4.847487062215805054e-02
2.044709026813507080e-02,4.562703147530555725e-02,7.910113334655761719e-01,9.187670946121215820e-01,-2.930079353973269463e-03,3.549199700355529785e-01,1.728879809379577637e-01,-8.770939707756042480e-01,-1.552332658320665359e-03,1.021372005343437195e-01,1.272277832031250000e-01,4.072428047657012939e-01,-1.170808300375938416e-01,-6.224082112312316895e-01,-3.301906585693359375e-01,-5.365340113639831543e-01,8.042571693658828735e-02,7.835102826356887817e-02,1.868161559104919434e-01,6.475880146026611328e-01,3.646787106990814209e-01,5.502578020095825195e-01,4.643943160772323608e-02,4.743196368217468262e-01,-6.284545660018920898e-01,9.275259375572204590e-01,-8.579201996326446533e-02,1.169267296791076660e-01,2.046760022640228271e-01,-1.931105256080627441e+00,-7.266175150871276855e-01,1.394191265106201172e+00,1.309401869773864746e+00,4.025084674358367920e-01,-2.144288830459117889e-02,1.437108218669891357e-01
2.014628052711486816e-02,4.143802076578140259e-02,7.934374809265136719e-01,9.208276271820068359e-01,-7.682250346988439560e-03,3.421790301799774170e-01,1.868983209133148193e-01,-8.554356098175048828e-01,-3.751516807824373245e-03,8.202287554740905762e-02,1.192326396703720093e-01,4.154420495033264160e-01,-1.200562343001365662e-01,-5.931496024131774902e-01,-3.250906467437744141e-01,-5.607026219367980957e-01,8.616257458925247192e-02,7.114868611097335815e-02,1.893615424633026123e-01,6.310152411460876465e-01,3.544240593910217285e-01,5.469299554824829102e-01,8.020149171352386475e-02,4.871873855590820312e-01,-6.002941131591796875e-01,8.636387586593627930e-01,-1.320989131927490234e-01,1.236165761947631836e-01,1.893014013767242432e-01,-1.930866122245788574e+00,-7.249890565872192383e-01,1.416604518890380859e+00,1.288397073745727539e+00,3.971228301525115967e-01,8.905150461941957474e-04,2.133346498012542725e-01
2.013066969811916351e-02,3.736153990030288696e-02,7.947140336036682129e-01,9.237903952598571777e-01,-1.092617865651845932e-02,3.293102383613586426e-01,1.950554400682449341e-01,-8.315749168395996094e-01,-9.264834225177764893e-04,6.732283532619476318e-02,1.173633560538291931e-01,4.046860337257385254e-01,-1.202472150325775146e-01,-5.626816153526306152e-01,-3.160472214221954346e-01,-5.509082078933715820e-01,8.904864639043807983e-02,6.228508427739143372e-02,2.023153752088546753e-01,6.166108846664428711e-01,3.330376744270324707e-01,5.460736155509948730e-01,1.138397753238677979e-01,5.035483837127685547e-01,-5.787208676338195801e-01,7.914202809333801270e-01,-1.674538403749465942e-01,1.273790895938873291e-01,1.586145758628845215e-01,-1.916392087936401367e+00,-7.257585525512695312e-01,1.406694173812866211e+00,1.245282649993896484e+00,3.977443873882293701e-01,7.185197435319423676e-03,2.505026757717132568e-01
1.987829059362411499e-02,3.394300118088722229e-02,7.942818999290466309e-01,9.272206425666809082e-01,-1.156554929912090302e-02,3.172411322593688965e-01,1.987113356590270996e-01,-8.067816495895385742e-01,2.898103557527065277e-03,6.238871440291404724e-02,1.208232566714286804e-01,3.819593191146850586e-01,-1.176387369632720947e-01,-5.343059897422790527e-01,-3.093397915363311768e-01,-5.128605365753173828e-01,8.862512558698654175e-02,4.396147653460502625e-02,2.226139158010482788e-01,6.030903458595275879e-01,3.015446662902832031e-01,5.462244749069213867e-01,1.507062464952468872e-01,5.156385898590087891e-01,-5.546516776084899902e-01,7.277617454528808594e-01,-1.844837516546249390e-01,1.259019672870635986e-01,1.268388926982879639e-01,-1.889696359634399414e+00,-7.216487526893615723e-01,1.372896671295166016e+00,1.195943593978881836e+00,4.079127013683319092e-01,-2.278900239616632462e-03,2.543038129806518555e-01
1.957354694604873657e-02,3.080161847174167633e-02,7.917429208755493164e-01,9.299805760383605957e-01,-1.091796439141035080e-02,3.061543107032775879e-01,2.031907588243484497e-01,-7.906529307365417480e-01,4.257621709257364273e-03,6.215567141771316528e-02,1.401950865983963013e-01,3.465676009654998779e-01,-1.121543273329734802e-01,-5.090084671974182129e-01,-3.061613738536834717e-01,-4.628058373928070068e-01,8.733104914426803589e-02,8.191415108740329742e-03,2.258232980966567993e-01,5.895047783851623535e-01,2.681125998497009277e-01,5.440635085105895996e-01,1.738129258155822754e-01,5.285195708274841309e-01,-5.241812467575073242e-01,6.796017885208129883e-01,-1.956119239330291748e-01,1.140832826495170593e-01,9.114111959934234619e-02,-1.850103139877319336e+00,-7.207524776458740234e-01,1.322353839874267578e+00,1.146466851234436035e+00,4.219086468219757080e-01,-1.230724900960922241e-02,2.317654639482498169e-01
1.984944753348827362e-02,2.773699909448623657e-02,7.884662747383117676e-01,9.323536157608032227e-01,-9.902426972985267639e-03,2.943686544895172119e-01,2.096801549196243286e-01,-7.796544432640075684e-01,4.744580481201410294e-03,6.355147063732147217e-02,1.736151278018951416e-01,2.998619377613067627e-01,-1.052641719579696655e-01,-4.742302596569061279e-01,-3.018613457679748535e-01,-4.293451607227325439e-01,8.522342890501022339e-02,-3.088755719363689423e-02,2.143026441335678101e-01,5.781252384185791016e-01,2.389259487390518188e-01,5.408316850662231445e-01,1.766604483127593994e-01,5.364990234375000000e-01,-4.960148334503173828e-01,6.356593370437622070e-01,-1.947716921567916870e-01,1.015458777546882629e-01,6.571353971958160400e-02,-1.802031040191650391e+00,-7.271055579185485840e-01,1.253435373306274414e+00,1.099898815155029297e+00,4.394222199916839600e-01,-1.871774718165397644e-02,1.787643581628799438e-01
